0,231,1369
1,232,1368
2,233,1367
3,234,1366
4,235,1365
5,236,1364
6,237,1363
7,238,1362
8,239,1361
9,240,1360
10,241,1359
11,242,1358
12,243,1357
13,244,1356
14,245,1355
15,246,1354
16,247,1353
17,248,1352
18,249,1351
19,250,1350
20,251,1349
21,252,1348
22,253,1347
23,254,1346
24,255,1345
25,256,1344
26,257,1343
27,258,1342
28,259,1341
29,260,1340
30,261,1339
31,262,1338
32,263,1337
33,264,1336
34,265,1335
35,266,1334
36,266,1333
37,266,1332
38,266,1331
39,266,1330
40,266,1329
41,266,1328
42,266,1327
43,266,1326
44,266,1325
45,266,1324
46,266,1323
47,266,1322
48,266,1321
49,266,1320
50,266,1319
51,266,1318
52,266,1317
53,266,1316
54,266,1315
55,265,1314
56,265,1313
57,265,1312
58,265,1311
59,265,1310
60,265,1309
61,265,1308
62,265,1307
63,265,1306
64,265,1305
65,264,1304
66,264,1303
67,264,1302
68,264,1301
69,264,1300
70,264,1299
71,265,1298
72,265,1297
73,265,1296
74,265,1295
75,265,1294
76,265,1293
77,265,1292
78,265,1291
79,265,1290
80,265,1289
81,265,1288
82,265,1287
83,265,1286
84,265,1285
85,265,1284
86,265,1283
87,265,1282
88,265,1281
89,265,1280
90,265,1279
91,265,1278
92,265,1277
93,265,1276
94,265,1275
95,265,1274
96,265,1273
97,265,1272
98,265,1271
99,265,1270
100,265,1269
101,265,1268
102,265,1267
103,265,1266
104,265,1265
105,265,1264
106,265,1263
107,265,1262
108,265,1261
109,265,1260
110,265,1259
111,266,1258
112,266,1257
113,266,1256
114,266,1255
115,266,1254
116,266,1253
117,266,1252
118,266,1251
119,266,1250
120,266,1249
121,266,1248
122,266,1247
123,266,1246
124,266,1245
125,266,1244
126,266,1243
127,266,1242
128,266,1241
129,266,1240
130,266,1239
131,266,1238
132,266,1237
133,266,1236
134,266,1235
135,266,1234
136,266,1233
137,266,1232
138,266,1231
139,266,1230
140,267,1229
141,267,1228
142,267,1227
143,267,1226
144,267,1225
145,267,1224
146,267,1223
147,267,1222
148,267,1221
149,267,1220
150,267,1219
151,268,1218
152,268,1217
153,268,1216
154,268,1215
155,268,1214
156,268,1213
157,268,1212
158,268,1211
159,268,1210
160,268,1209
161,268,1208
162,268,1207
163,268,1206
164,268,1205
165,268,1204
166,268,1203
167,268,1202
168,268,1201
169,268,1200
170,268,1199
171,268,1198
172,268,1197
173,268,1196
174,268,1195
175,268,1194
176,268,1193
177,268,1192
178,268,1191
179,268,1190
180,268,1189
181,268,1188
182,268,1187
183,268,1186
184,267,1185
185,267,1184
186,267,1183
187,267,1182
188,267,1181
189,267,1180
190,267,1179
191,267,1178
192,267,1177
193,267,1176
194,267,1175
195,267,1174
196,267,1173
197,267,1172
198,266,1171
199,266,1170
200,266,1169
201,266,1168
202,266,1167
203,266,1166
204,266,1165
205,266,1164
206,266,1163
207,266,1162
208,266,1161
209,266,1160
210,265,1159
211,265,1158
212,265,1157
213,265,1156
214,265,1155
215,265,1154
216,265,1153
217,265,1152
218,265,1151
219,265,1150
220,265,1149
221,265,1148
222,264,1147
223,264,1146
224,264,1145
225,264,1144
226,264,1143
227,264,1142
228,264,1141
229,264,1140
230,264,1139
231,264,1138
232,264,1137
233,264,1136
234,264,1135
235,264,1134
236,264,1133
237,264,1132
238,264,1131
239,264,1130
240,264,1129
241,264,1128
242,264,1127
243,264,1126
244,264,1125
245,264,1124
246,264,1123
247,264,1122
248,264,1121
249,264,1120
250,264,1119
251,264,1118
252,264,1117
253,264,1116
254,264,1115
255,264,1114
256,264,1113
257,264,1112
258,264,1111
259,264,1110
260,264,1109
261,264,1108
262,264,1107
263,264,1106
264,264,1105
265,264,1104
266,264,1103
267,264,1102
268,264,1101
269,264,1100
270,264,1099
271,264,1098
272,264,1097
273,264,1096
274,264,1095
275,264,1094
276,264,1093
277,264,1092
278,264,1091
279,264,1090
280,264,1089
281,264,1088
282,264,1087
283,264,1086
284,264,1085
285,264,1084
286,264,1083
287,264,1082
288,264,1081
289,264,1080
290,264,1079
291,264,1078
292,264,1077
293,263,1076
294,263,1075
295,263,1074
296,263,1073
297,263,1072
298,263,1071
299,263,1070
300,263,1069
301,263,1068
302,263,1067
303,263,1066
304,263,1065
305,263,1064
306,263,1063
307,263,1062
308,263,1061
309,263,1060
310,263,1059
311,263,1058
312,263,1057
313,263,1056
314,263,1055
315,263,1054
316,263,1053
317,263,1052
318,263,1051
319,263,1050
320,263,1049
321,263,1048
322,263,1047
323,263,1046
324,263,1045
325,263,1044
326,263,1043
327,263,1042
328,263,1041
329,263,1040
330,263,1039
331,263,1038
332,263,1037
333,263,1036
334,263,1035
335,263,1034
336,263,1033
337,263,1032
338,263,1031
339,263,1030
340,263,1029
341,263,1028
342,263,1027
343,263,1026
344,263,1025
345,263,1024
346,263,1023
347,263,1022
348,263,1021
349,263,1020
350,263,1019
351,263,1018
352,263,1017
353,263,1016
354,263,1015
355,263,1014
356,263,1013
357,263,1012
358,263,1011
359,263,1010
360,263,1009
361,263,1008
362,263,1007
363,263,1006
364,263,1005
365,263,1004
366,263,1003
367,263,1002
368,263,1001
369,263,1000
370,263,999
371,263,998
372,263,997
373,263,996
374,263,995
375,263,994
376,263,993
377,263,992
378,263,991
379,263,990
380,263,989
381,263,988
382,263,987
383,263,986
384,262,985
385,262,984
386,262,983
387,262,982
388,262,981
389,262,980
390,262,979
391,262,978
392,262,977
393,262,976
394,262,975
395,262,974
396,262,973
397,262,972
398,262,971
399,262,970
400,262,969
401,262,968
402,262,967
403,262,966
404,262,965
405,262,964
406,262,963
407,262,962
408,262,961
409,262,960
410,262,959
411,262,958
412,262,957
413,262,956
414,262,955
415,262,954
416,262,953
417,262,952
418,262,951
419,262,950
420,262,949
421,262,948
422,262,947
423,262,946
424,262,945
425,262,944
426,262,943
427,262,942
428,262,941
429,262,940
430,262,939
431,262,938
432,262,937
433,262,936
434,262,935
435,262,934
436,262,933
437,262,932
438,262,931
439,262,930
440,262,929
441,262,928
442,262,927
443,262,926
444,262,925
445,262,924
446,262,923
447,262,922
448,262,921
449,262,920
450,262,919
451,262,918
452,262,917
453,262,916
454,262,915
455,262,914
456,262,913
457,262,912
458,262,911
459,261,910
460,261,909
461,261,908
462,261,907
463,261,906
464,261,905
465,261,904
466,261,903
467,261,902
468,261,901
469,261,900
470,261,899
471,261,898
472,261,897
473,261,896
474,261,895
475,261,894
476,261,893
477,261,892
478,261,891
479,261,890
480,261,889
481,261,888
482,261,887
483,261,886
484,261,885
485,261,884
486,261,883
487,261,882
488,261,881
489,261,880
490,261,879
491,261,878
492,261,877
493,261,876
494,261,875
495,261,874
496,261,873
497,261,872
498,261,871
499,261,870
500,261,869
501,261,868
502,261,867
503,261,866
504,261,865
505,261,864
506,261,863
507,261,862
508,261,861
509,261,860
510,261,859
511,261,858
512,261,857
513,261,856
514,261,855
515,261,854
516,261,853
517,261,852
518,261,851
519,261,850
520,261,849
521,261,848
522,261,847
523,261,846
524,261,845
525,261,844
526,262,843
527,262,842
528,262,841
529,262,840
530,263,839
531,263,838
532,264,837
533,264,836
534,265,835
535,266,834
536,266,833
537,267,832
538,268,831
539,269,830
540,270,829
541,271,828
542,272,827
543,273,826
544,274,825
545,275,824
546,276,823
547,277,822
548,278,821
549,279,820
550,280,819
551,281,818
552,282,817
553,283,816
554,284,815
555,285,814
556,286,813
557,287,812
558,288,811
559,289,810
560,290,809
561,291,808
562,292,807
563,293,806
564,294,805
565,295,804
566,296,803
567,297,802
568,298,801
569,299,800
570,300,799
571,301,798
572,302,797
573,303,796
574,304,795
575,305,794
576,306,793
577,307,792
578,308,791
579,309,790
580,310,789
581,311,788
582,312,787
583,313,786
584,314,785
585,315,784
586,316,783
587,317,782
588,318,781
589,319,780
590,320,779
591,321,778
592,322,777
593,323,776
594,324,775
595,325,774
596,326,773
597,327,772
598,328,771
599,329,770
600,330,769
601,331,768
602,332,767
603,333,766
604,334,765
605,335,764
606,336,763
607,337,762
608,338,761
609,338,760
610,338,759
611,338,758
612,338,757
613,338,756
614,338,755
615,338,754
616,338,753
617,338,752
618,338,751
619,338,750
620,338,749
621,338,748
622,338,747
623,338,746
624,338,745
625,338,744
626,338,743
627,338,742
628,338,741
629,338,740
630,338,739
631,338,738
632,338,737
633,338,736
634,338,735
635,338,735
636,338,735
637,338,735
638,338,735
